ticker,exchange,assetType,priceCurrency,startDate,endDate
300700,SHE,Stock,CNY,2018-01-01,2020-09-22
300701,SHE,Stock,CNY,2018-01-01,2020-09-22
300702,SHE,Stock,CNY,2018-01-01,2020-09-22
300703,SHE,Stock,CNY,2018-01-01,2020-09-22
300705,SHE,Stock,CNY,2018-01-01,2020-09-22
300706,SHE,Stock,CNY,2018-01-01,2020-09-22
300707,SHE,Stock,CNY,2018-01-01,2020-09-22
300708,SHE,Stock,CNY,2018-01-01,2020-09-22
300709,SHE,Stock,CNY,2018-01-01,2020-09-22
300710,SHE,Stock,CNY,2018-01-01,2020-09-22
300711,SHE,Stock,CNY,2018-01-01,2020-09-22
300712,SHE,Stock,CNY,2018-01-01,2020-09-22
300713,SHE,Stock,CNY,2018-01-01,2020-09-22
300715,SHE,Stock,CNY,2018-01-01,2020-09-22
300716,SHE,Stock,CNY,2018-01-01,2020-09-22
300717,SHE,Stock,CNY,2018-01-01,2020-09-22
300718,SHE,Stock,CNY,2018-01-01,2020-09-22
300719,SHE,Stock,CNY,2018-01-01,2020-09-22
300720,SHE,Stock,CNY,2018-01-01,2020-09-22
300721,SHE,Stock,CNY,2018-01-01,2020-09-22
300722,SHE,Stock,CNY,2018-01-01,2020-09-22
300723,SHE,Stock,CNY,2018-01-01,2020-09-22
300724,SHE,Stock,CNY,2018-08-10,2020-09-22
300725,SHE,Stock,CNY,2018-01-01,2020-09-22
300726,SHE,Stock,CNY,2018-01-01,2020-09-22
300727,SHE,Stock,CNY,2018-01-01,2020-09-22
300728,SHE,Stock,CNY,,
300729,SHE,Stock,CNY,2018-01-01,2020-09-22
300730,SHE,Stock,CNY,2018-01-01,2020-09-22
300731,SHE,Stock,CNY,2018-01-01,2020-09-22
300732,SHE,Stock,CNY,2018-01-01,2020-09-22
300733,SHE,Stock,CNY,2018-01-16,2020-09-22
300735,SHE,Stock,CNY,2018-01-01,2020-09-22
300736,SHE,Stock,CNY,2018-01-09,2020-09-22
300737,SHE,Stock,CNY,2018-01-25,2020-09-22
300738,SHE,Stock,CNY,2018-01-19,2020-09-22
300739,SHE,Stock,CNY,2018-02-01,2020-09-22
300740,SHE,Stock,CNY,2018-02-08,2020-09-22
300741,SHE,Stock,CNY,2018-03-01,2020-09-22
300742,SHE,Stock,CNY,2018-05-08,2020-09-22
300743,SHE,Stock,CNY,2018-04-27,2020-09-22
300745,SHE,Stock,CNY,2018-05-23,2020-09-22
300746,SHE,Stock,CNY,2018-05-25,2020-09-22
300747,SHE,Stock,CNY,2018-06-25,2020-09-22
300748,SHE,Stock,CNY,2018-09-21,2020-09-22
300749,SHE,Stock,CNY,2018-09-25,2020-09-22
300750,SHE,Stock,CNY,2018-06-11,2020-09-22
300751,SHE,Stock,CNY,2018-11-09,2020-09-22
300752,SHE,Stock,CNY,2018-11-30,2020-09-22
300753,SHE,Stock,CNY,2018-12-13,2020-09-22
300755,SHE,Stock,CNY,2019-01-29,2020-09-22
300756,SHE,Stock,CNY,2018-12-28,2020-09-22
300757,SHE,Stock,CNY,2019-01-08,2020-09-22
300758,SHE,Stock,CNY,2019-02-22,2020-09-22
300759,SHE,Stock,CNY,2019-01-28,2020-09-22
300760,SHE,Stock,CNY,2018-10-16,2020-09-22
300761,SHE,Stock,CNY,2019-02-18,2020-09-22
300762,SHE,Stock,CNY,2019-03-14,2020-09-22
300763,SHE,Stock,CNY,2019-03-19,2020-09-22
300765,SHE,Stock,CNY,2019-03-22,2020-09-22
300766,SHE,Stock,CNY,2019-03-25,2020-09-22
300767,SHE,Stock,CNY,2019-03-29,2020-09-22
300768,SHE,Stock,CNY,2019-04-12,2020-09-22
300769,SHE,Stock,CNY,2019-04-15,2020-09-22
300770,SHE,Stock,CNY,2019-04-19,2020-09-22
300771,SHE,Stock,CNY,2019-04-22,2020-09-22
300772,SHE,Stock,CNY,2019-04-26,2020-09-22
300773,SHE,Stock,CNY,2019-04-25,2020-09-22
300775,SHE,Stock,CNY,2019-05-21,2020-09-22
300776,SHE,Stock,CNY,2019-05-17,2020-09-22
300777,SHE,Stock,CNY,2019-05-16,2020-09-22
300778,SHE,Stock,CNY,2019-05-10,2020-09-22
300779,SHE,Stock,CNY,2019-05-22,2020-09-22
300780,SHE,Stock,CNY,2019-05-31,2020-09-22
300781,SHE,Stock,CNY,2019-06-06,2020-09-22
300782,SHE,Stock,CNY,2019-06-18,2020-09-22
300783,SHE,Stock,CNY,2019-07-12,2020-09-22
300785,SHE,Stock,CNY,2019-07-15,2020-09-22
300786,SHE,Stock,CNY,2019-07-23,2020-09-22
300787,SHE,Stock,CNY,2019-08-15,2020-09-22
300788,SHE,Stock,CNY,2019-07-05,2020-09-22
300789,SHE,Stock,CNY,2019-08-28,2020-09-22
300790,SHE,Stock,CNY,2019-09-25,2020-09-22
300791,SHE,Stock,CNY,2019-09-25,2020-09-22
300792,SHE,Stock,CNY,2019-09-27,2020-09-22
300793,SHE,Stock,CNY,2019-10-18,2020-09-22
300795,SHE,Stock,CNY,2019-10-23,2020-09-22
300796,SHE,Stock,CNY,2019-11-15,2020-09-22
300797,SHE,Stock,CNY,2019-11-01,2020-09-22
300798,SHE,Stock,CNY,2019-11-22,2020-09-22
300799,SHE,Stock,CNY,2019-10-29,2020-09-22
300800,SHE,Stock,CNY,2019-11-06,2020-09-22
300801,SHE,Stock,CNY,2019-11-28,2020-09-22
300802,SHE,Stock,CNY,2019-11-14,2020-09-22
300803,SHE,Stock,CNY,2019-11-18,2020-09-22
300805,SHE,Stock,CNY,2019-11-21,2020-09-22
300806,SHE,Stock,CNY,2019-11-25,2020-09-22
300807,SHE,Stock,CNY,2019-12-19,2020-09-22
300808,SHE,Stock,CNY,2019-11-29,2020-09-22
300809,SHE,Stock,CNY,2019-12-04,2020-09-22
300810,SHE,Stock,CNY,2019-12-06,2020-09-22
300811,SHE,Stock,CNY,2019-12-30,2020-09-22
300812,SHE,Stock,CNY,2020-01-09,2020-09-22
300813,SHE,Stock,CNY,2020-01-15,2020-09-22
300815,SHE,Stock,CNY,2020-01-23,2020-09-22
300816,SHE,Stock,CNY,2020-02-10,2020-09-22
300817,SHE,Stock,CNY,2020-02-18,2020-09-22
300818,SHE,Stock,CNY,2020-02-12,2020-09-22
300819,SHE,Stock,CNY,2020-03-12,2020-09-22
300820,SHE,Stock,CNY,2020-02-13,2020-09-22
300821,SHE,Stock,CNY,2020-03-12,2020-09-22
300822,SHE,Stock,CNY,2020-03-13,2020-09-22
300823,SHE,Stock,CNY,2020-03-19,2020-09-22
300825,SHE,Stock,CNY,2020-03-27,2020-09-22
300826,SHE,Stock,CNY,2020-04-03,2020-09-22
300827,SHE,Stock,CNY,2020-04-10,2020-09-22
300828,SHE,Stock,CNY,2020-04-21,2020-09-22
300829,SHE,Stock,CNY,2020-04-22,2020-09-22
300830,SHE,Stock,CNY,2020-05-06,2020-09-22
300831,SHE,Stock,CNY,2020-05-07,2020-09-22
300832,SHE,Stock,CNY,2020-05-12,2020-09-22
300833,SHE,Stock,CNY,2020-05-20,2020-09-22
300835,SHE,Stock,CNY,2020-05-25,2020-09-22
300836,SHE,Stock,CNY,2020-05-28,2020-09-22
300837,SHE,Stock,CNY,2020-06-05,2020-09-22
300838,SHE,Stock,CNY,2020-06-08,2020-09-22
510010,SHG,Stock,CNY,2018-01-01,2020-09-22
510020,SHG,Stock,CNY,2018-01-01,2020-09-22
510030,SHG,Stock,CNY,2018-01-01,2020-09-22
510050,SHG,Stock,CNY,2018-01-01,2020-09-22
510060,SHG,Stock,CNY,2018-01-01,2020-09-22
510070,SHG,Stock,CNY,2018-01-01,2020-08-12
510090,SHG,Stock,CNY,2018-01-01,2020-09-22
510100,SHG,Stock,CNY,2019-11-07,2020-09-22
510110,SHG,Stock,CNY,2018-01-01,2020-09-22
510120,SHG,Stock,CNY,2018-01-01,2020-09-22
510130,SHG,Stock,CNY,2018-01-01,2020-09-22
510150,SHG,Stock,CNY,2018-01-01,2020-09-22
510160,SHG,Stock,CNY,2018-01-01,2020-09-22
510170,SHG,Stock,CNY,2018-01-01,2020-09-22
510180,SHG,Stock,CNY,2018-01-01,2020-09-22
510190,SHG,Stock,CNY,2018-01-01,2020-09-22
510200,SHG,Stock,CNY,2020-05-08,2020-09-22
510210,SHG,Stock,CNY,2018-01-01,2020-09-22
510220,SHG,Stock,CNY,2018-01-01,2020-09-22
510230,SHG,Stock,CNY,2018-01-01,2020-09-22
510270,SHG,Stock,CNY,2018-01-01,2020-09-22
510290,SHG,Stock,CNY,2018-01-01,2020-09-22
510300,SHG,Stock,CNY,2018-01-01,2020-09-22
510310,SHG,Stock,CNY,2018-01-01,2020-09-22
510330,SHG,Stock,CNY,2018-01-01,2020-09-22
510350,SHG,Stock,CNY,2019-08-16,2020-09-22
510360,SHG,Stock,CNY,2018-01-01,2020-09-22
510380,SHG,Stock,CNY,2018-02-07,2020-09-22
510390,SHG,Stock,CNY,2018-01-26,2020-09-22
510410,SHG,Stock,CNY,2018-01-01,2020-09-22
510430,SHG,Stock,CNY,2018-01-01,2020-09-21
510440,SHG,Stock,CNY,2018-01-01,2020-09-22
510500,SHG,Stock,CNY,2018-01-01,2020-09-22
510510,SHG,Stock,CNY,2018-01-01,2020-09-22
510530,SHG,Stock,CNY,2020-01-03,2020-09-22
510550,SHG,Stock,CNY,2019-01-16,2020-09-22
510560,SHG,Stock,CNY,2018-01-01,2020-09-22
510580,SHG,Stock,CNY,2018-01-01,2020-09-22
510590,SHG,Stock,CNY,2018-05-04,2020-09-22
510600,SHG,Stock,CNY,2018-09-20,2020-09-22
510630,SHG,Stock,CNY,2018-01-01,2020-09-22
510650,SHG,Stock,CNY,2018-01-01,2020-09-22
510660,SHG,Stock,CNY,2018-01-01,2020-09-22
510680,SHG,Stock,CNY,2018-01-01,2020-09-22
510710,SHG,Stock,CNY,2018-01-01,2020-09-22
510800,SHG,Stock,CNY,2018-01-15,2020-09-22
510810,SHG,Stock,CNY,2018-01-01,2020-09-22
510850,SHG,Stock,CNY,2019-03-06,2020-09-22
510880,SHG,Stock,CNY,2018-01-01,2020-09-22
510890,SHG,Stock,CNY,2019-06-24,2020-09-22
510900,SHG,Stock,CNY,2018-01-01,2020-09-22
511010,SHG,Stock,CNY,2018-01-01,2020-09-22
511020,SHG,Stock,CNY,2019-02-25,2020-09-22
511030,SHG,Stock,CNY,2019-03-22,2020-09-22
511060,SHG,Stock,CNY,2019-12-12,2020-09-22
511220,SHG,Stock,CNY,2018-01-01,2020-09-22
511260,SHG,Stock,CNY,2018-01-01,2020-09-22
511270,SHG,Stock,CNY,2018-11-22,2020-09-22
511280,SHG,Stock,CNY,2018-05-31,2020-09-22
511290,SHG,Stock,CNY,2018-04-27,2020-09-22
511310,SHG,Stock,CNY,2018-04-26,2020-09-22
511380,SHG,Stock,CNY,2020-04-07,2020-09-22
511600,SHG,Stock,CNY,2018-01-01,2020-09-22
511620,SHG,Stock,CNY,2018-01-01,2020-09-22
511620,SHG,Stock,CNY,,
511650,SHG,Stock,CNY,2018-01-01,2020-09-22
511660,SHG,Stock,CNY,2018-01-01,2020-09-22
511670,SHG,Stock,CNY,2018-01-01,2020-09-22
511690,SHG,Stock,CNY,2018-01-01,2020-09-22
511700,SHG,Stock,CNY,2018-01-01,2020-09-22
511770,SHG,Stock,CNY,2018-01-01,2020-09-22
511800,SHG,Stock,CNY,2018-01-01,2020-09-22
511810,SHG,Stock,CNY,2018-01-01,2020-09-22
511820,SHG,Stock,CNY,2018-01-01,2020-09-22
511830,SHG,Stock,CNY,2020-04-22,2020-09-22
511850,SHG,Stock,CNY,2018-01-01,2020-09-22
511860,SHG,Stock,CNY,2018-01-01,2020-09-22
511880,SHG,Stock,CNY,2018-01-01,2020-09-22
511900,SHG,Stock,CNY,2018-01-01,2020-09-22
511910,SHG,Stock,CNY,2018-01-01,2020-09-22
511920,SHG,Stock,CNY,2018-01-01,2020-09-22
511930,SHG,Stock,CNY,2018-01-01,2020-09-22
511950,SHG,Stock,CNY,2018-01-01,2020-09-22
511960,SHG,Stock,CNY,2018-01-01,2020-09-22
511970,SHG,Stock,CNY,2018-01-01,2020-09-22
511980,SHG,Stock,CNY,2018-01-01,2020-09-22
511990,SHG,Stock,CNY,2018-01-02,2020-09-22
512000,SHG,Stock,CNY,2018-01-01,2020-09-22
512010,SHG,Stock,CNY,2018-01-01,2020-09-22
512040,SHG,Stock,CNY,2018-11-29,2020-09-22
512070,SHG,Stock,CNY,2018-01-01,2020-09-22
512090,SHG,Stock,CNY,2018-06-01,2020-09-22
512100,SHG,Stock,CNY,2018-01-01,2020-09-22
512120,SHG,Stock,CNY,2018-01-01,2020-09-22
512150,SHG,Stock,CNY,2019-01-21,2020-09-22
512160,SHG,Stock,CNY,2018-04-27,2020-09-22
512170,SHG,Stock,CNY,2019-06-17,2020-09-22
512180,SHG,Stock,CNY,2018-05-21,2020-09-22
512190,SHG,Stock,CNY,2019-09-09,2020-09-22
512200,SHG,Stock,CNY,2018-01-01,2020-09-22
512220,SHG,Stock,CNY,2018-01-01,2020-09-22
512260,SHG,Stock,CNY,2019-01-11,2020-09-22
512270,SHG,Stock,CNY,2019-03-29,2020-09-22
512280,SHG,Stock,CNY,2018-05-25,2020-09-22
512290,SHG,Stock,CNY,2019-05-20,2020-09-22
512300,SHG,Stock,CNY,2018-01-01,2020-09-22
512310,SHG,Stock,CNY,2018-01-01,2020-09-22
512330,SHG,Stock,CNY,2018-01-01,2020-09-22
512340,SHG,Stock,CNY,2018-01-01,2020-09-22
512360,SHG,Stock,CNY,2018-07-20,2020-09-22
512380,SHG,Stock,CNY,2019-04-30,2020-09-22
512390,SHG,Stock,CNY,2018-11-30,2020-09-22
512400,SHG,Stock,CNY,2018-01-01,2020-09-22
512480,SHG,Stock,CNY,2019-06-12,2020-09-22
512500,SHG,Stock,CNY,2018-01-01,2020-09-22
512510,SHG,Stock,CNY,2018-01-01,2020-09-22
512520,SHG,Stock,CNY,2018-05-18,2020-09-22
512530,SHG,Stock,CNY,2019-09-23,2020-09-22
512550,SHG,Stock,CNY,2018-01-01,2020-09-22
512560,SHG,Stock,CNY,2018-01-01,2020-09-22
512570,SHG,Stock,CNY,2018-01-01,2020-09-22
512580,SHG,Stock,CNY,2018-01-01,2020-09-22
512600,SHG,Stock,CNY,2018-01-01,2020-09-22
512610,SHG,Stock,CNY,2018-01-01,2020-09-22
512640,SHG,Stock,CNY,2018-01-01,2020-09-22
512650,SHG,Stock,CNY,2019-10-25,2020-09-22
512660,SHG,Stock,CNY,2018-01-01,2020-09-22
512670,SHG,Stock,CNY,2019-08-01,2020-09-22
512680,SHG,Stock,CNY,2018-01-01,2020-09-22
512690,SHG,Stock,CNY,2019-05-06,2020-09-22
512700,SHG,Stock,CNY,2018-01-01,2020-09-22
512710,SHG,Stock,CNY,2019-08-26,2020-09-22
512720,SHG,Stock,CNY,2019-08-16,2020-09-22
512730,SHG,Stock,CNY,2020-02-07,2020-09-22
512750,SHG,Stock,CNY,2019-07-05,2020-09-22
512760,SHG,Stock,CNY,2019-06-12,2020-09-22
512770,SHG,Stock,CNY,2018-08-16,2020-09-22
512780,SHG,Stock,CNY,2018-05-24,2020-09-22
512790,SHG,Stock,CNY,2019-09-06,2020-07-30
512800,SHG,Stock,CNY,2018-01-01,2020-09-22
512810,SHG,Stock,CNY,2018-01-01,2020-09-22
512820,SHG,Stock,CNY,2018-11-23,2020-09-22
512850,SHG,Stock,CNY,2018-11-09,2020-09-22
512860,SHG,Stock,CNY,2018-10-26,2020-09-22
512870,SHG,Stock,CNY,2019-02-22,2020-09-22
512880,SHG,Stock,CNY,2018-01-01,2020-09-22
512890,SHG,Stock,CNY,2019-01-18,2020-09-22
512900,SHG,Stock,CNY,2018-01-01,2020-09-22
512910,SHG,Stock,CNY,2019-07-01,2020-09-22
512920,SHG,Stock,CNY,2018-12-07,2020-09-22
512930,SHG,Stock,CNY,2019-08-23,2020-09-22
512950,SHG,Stock,CNY,2019-01-18,2020-09-22
512960,SHG,Stock,CNY,2019-01-18,2020-09-22
512970,SHG,Stock,CNY,2019-11-11,2020-09-22
512980,SHG,Stock,CNY,2018-01-19,2020-09-22
512990,SHG,Stock,CNY,2018-01-01,2020-09-22
513000,SHG,Stock,CNY,2019-06-25,2020-09-22
513030,SHG,Stock,CNY,2018-01-01,2020-09-22
513050,SHG,Stock,CNY,2018-01-01,2020-09-22
513090,SHG,Stock,CNY,2020-03-26,2020-09-22
513100,SHG,Stock,CNY,2018-01-01,2020-09-22
513500,SHG,Stock,CNY,2018-01-01,2020-09-22
513520,SHG,Stock,CNY,2019-06-25,2020-09-22
513600,SHG,Stock,CNY,2018-01-01,2020-09-22
513660,SHG,Stock,CNY,2018-01-01,2020-09-22
513680,SHG,Stock,CNY,2019-01-21,2020-09-22
513800,SHG,Stock,CNY,2019-06-25,2020-09-22
513880,SHG,Stock,CNY,2019-06-25,2020-09-22
513900,SHG,Stock,CNY,2018-05-25,2020-09-22
515000,SHG,Stock,CNY,2019-08-16,2020-09-22
515010,SHG,Stock,CNY,2019-11-07,2020-09-22
515020,SHG,Stock,CNY,2019-12-03,2020-09-22
515030,SHG,Stock,CNY,2020-03-04,2020-09-22
515050,SHG,Stock,CNY,2019-10-16,2020-09-22
515060,SHG,Stock,CNY,2020-04-24,2020-09-22
515070,SHG,Stock,CNY,2019-12-24,2020-09-22
515080,SHG,Stock,CNY,2019-12-27,2020-09-22
515090,SHG,Stock,CNY,2020-02-20,2020-09-22
515110,SHG,Stock,CNY,2020-01-15,2020-09-22
515130,SHG,Stock,CNY,2020-05-11,2020-09-22
515150,SHG,Stock,CNY,2020-01-15,2020-09-22
515160,SHG,Stock,CNY,2020-03-02,2020-09-22
515180,SHG,Stock,CNY,2019-12-20,2020-09-22
515190,SHG,Stock,CNY,2020-05-27,2020-09-22
515200,SHG,Stock,CNY,2019-11-15,2020-09-22
515210,SHG,Stock,CNY,2020-03-02,2020-09-22
515220,SHG,Stock,CNY,2020-03-02,2020-09-22
515280,SHG,Stock,CNY,2020-04-17,2020-09-22
515300,SHG,Stock,CNY,2019-09-19,2020-09-22
515310,SHG,Stock,CNY,2019-12-25,2020-09-22
515330,SHG,Stock,CNY,2019-12-26,2020-09-22
515350,SHG,Stock,CNY,2020-02-07,2020-09-22
515360,SHG,Stock,CNY,2019-11-01,2020-09-22
515380,SHG,Stock,CNY,2020-03-23,2020-09-22
515390,SHG,Stock,CNY,2020-01-10,2020-09-22
515450,SHG,Stock,CNY,2020-02-26,2020-09-22
515510,SHG,Stock,CNY,2020-05-06,2020-09-22
515520,SHG,Stock,CNY,2019-11-18,2020-09-22
515550,SHG,Stock,CNY,2019-12-25,2020-09-22
515570,SHG,Stock,CNY,2020-04-09,2020-09-22
515580,SHG,Stock,CNY,2019-10-28,2020-09-22
515590,SHG,Stock,CNY,2020-01-20,2020-09-22
515600,SHG,Stock,CNY,2019-12-18,2020-09-22
515620,SHG,Stock,CNY,2020-05-25,2020-09-22
515630,SHG,Stock,CNY,2020-04-03,2020-09-22
515650,SHG,Stock,CNY,2019-11-11,2020-09-22
515660,SHG,Stock,CNY,2019-12-24,2020-09-22
515670,SHG,Stock,CNY,2020-05-20,2020-09-22
515680,SHG,Stock,CNY,2019-12-18,2020-09-22
515690,SHG,Stock,CNY,2020-05-13,2020-09-22
515700,SHG,Stock,CNY,2020-02-10,2020-09-22
515750,SHG,Stock,CNY,2019-12-06,2020-09-22
515780,SHG,Stock,CNY,2020-05-29,2020-09-22
515800,SHG,Stock,CNY,2019-12-16,2020-09-22
515810,SHG,Stock,CNY,2019-10-25,2020-09-22
515820,SHG,Stock,CNY,2020-05-29,2020-09-22
515850,SHG,Stock,CNY,2020-02-21,2020-09-22
515860,SHG,Stock,CNY,2019-10-22,2020-09-22
515870,SHG,Stock,CNY,2020-01-17,2020-09-22
515880,SHG,Stock,CNY,2019-09-06,2020-09-22
515890,SHG,Stock,CNY,2020-04-20,2020-09-22
515900,SHG,Stock,CNY,2019-12-18,2020-09-22
515930,SHG,Stock,CNY,2020-05-08,2020-09-22
515950,SHG,Stock,CNY,2020-04-01,2020-09-22
515980,SHG,Stock,CNY,2020-02-10,2020-09-22
515990,SHG,Stock,CNY,2020-01-15,2020-09-22
518660,SHG,Stock,CNY,2020-05-29,2020-09-22
518800,SHG,Stock,CNY,2018-01-01,2020-09-22
518850,SHG,Stock,CNY,2020-06-05,2020-09-22
518880,SHG,Stock,CNY,2018-01-01,2020-09-22
600000,SHG,Stock,CNY,2000-01-03,2020-09-22
600001,SHG,Stock,CNY,,
600002,SHG,Stock,CNY,,
600003,SHG,Stock,CNY,2007-01-16,2009-03-16
600004,SHG,Stock,CNY,2003-04-28,2020-09-22
600005,SHG,Stock,CNY,2014-06-11,2017-02-14
600006,SHG,Stock,CNY,2018-01-01,2020-09-22
600007,SHG,Stock,CNY,2018-01-01,2020-09-22
600008,SHG,Stock,CNY,2018-01-01,2020-09-18
600009,SHG,Stock,CNY,2018-01-01,2020-09-22
600010,SHG,Stock,CNY,2018-01-01,2020-09-22
600011,SHG,Stock,CNY,2001-12-05,2020-09-22
600012,SHG,Stock,CNY,2003-01-06,2020-09-22
600015,SHG,Stock,CNY,2003-09-11,2020-09-22
600016,SHG,Stock,CNY,2018-01-01,2020-09-22
600017,SHG,Stock,CNY,2018-01-01,2020-09-22
600018,SHG,Stock,CNY,2018-01-01,2020-09-22
600019,SHG,Stock,CNY,2000-12-11,2020-09-22
600020,SHG,Stock,CNY,2018-01-01,2020-09-22
600021,SHG,Stock,CNY,2018-01-01,2020-09-22
600022,SHG,Stock,CNY,2018-01-02,2020-09-22
600023,SHG,Stock,CNY,2018-01-01,2020-09-22
600025,SHG,Stock,CNY,2018-01-01,2020-09-22
600026,SHG,Stock,CNY,2018-01-01,2020-09-22
600027,SHG,Stock,CNY,2018-01-01,2020-09-22
600028,SHG,Stock,CNY,2018-01-01,2020-09-22
600029,SHG,Stock,CNY,2003-07-24,2020-09-22
600030,SHG,Stock,CNY,2018-01-01,2020-09-22
600031,SHG,Stock,CNY,2018-01-01,2020-09-22
600033,SHG,Stock,CNY,2018-01-01,2020-09-22
600035,SHG,Stock,CNY,2018-01-01,2020-09-22
600036,SHG,Stock,CNY,2018-01-01,2020-09-22
600037,SHG,Stock,CNY,2018-01-01,2020-09-22
600038,SHG,Stock,CNY,2018-01-01,2020-09-22
600039,SHG,Stock,CNY,2018-01-01,2020-09-22
600048,SHG,Stock,CNY,2018-01-01,2020-09-22
600050,SHG,Stock,CNY,2002-10-08,2020-09-22
600051,SHG,Stock,CNY,2018-01-01,2020-09-22
600052,SHG,Stock,CNY,2018-01-01,2020-09-22
600053,SHG,Stock,CNY,2018-01-01,2020-09-22
600054,SHG,Stock,CNY,2018-01-01,2020-09-22
600055,SHG,Stock,CNY,2000-01-03,2020-09-22
600056,SHG,Stock,CNY,2018-01-01,2020-09-22
600057,SHG,Stock,CNY,2000-01-03,2020-09-22
600058,SHG,Stock,CNY,2018-01-02,2020-09-22
600059,SHG,Stock,CNY,2000-01-03,2020-09-22
600060,SHG,Stock,CNY,2018-01-01,2020-09-22
600061,SHG,Stock,CNY,2000-01-03,2020-09-22
600062,SHG,Stock,CNY,2018-01-01,2020-09-22
600063,SHG,Stock,CNY,2018-01-01,2020-09-22
600064,SHG,Stock,CNY,2018-01-01,2020-09-22
600065,SHG,Stock,CNY,,
600066,SHG,Stock,CNY,2018-01-01,2020-09-22
600067,SHG,Stock,CNY,2000-01-03,2020-09-22
600068,SHG,Stock,CNY,2018-01-01,2020-09-22
600069,SHG,Stock,CNY,2018-01-02,2020-08-27
600070,SHG,Stock,CNY,2018-01-01,2020-09-22
600071,SHG,Stock,CNY,2018-01-02,2020-09-22
600072,SHG,Stock,CNY,2018-01-01,2020-09-22
600073,SHG,Stock,CNY,2018-01-01,2020-09-22
600074,SHG,Stock,CNY,2018-01-02,2020-06-02
600074_1,SHG,Stock,CNY,2018-01-01,2020-05-26
600075,SHG,Stock,CNY,2018-01-01,2020-09-22
600076,SHG,Stock,CNY,2018-01-01,2020-09-22
600077,SHG,Stock,CNY,2000-01-03,2020-09-22
600078,SHG,Stock,CNY,2018-01-01,2020-09-22
600079,SHG,Stock,CNY,2018-01-01,2020-09-22
600080,SHG,Stock,CNY,2018-01-01,2020-09-22
600081,SHG,Stock,CNY,2018-01-01,2020-09-22
600082,SHG,Stock,CNY,2018-01-02,2020-09-22
600083,SHG,Stock,CNY,2018-01-02,2020-09-22
600084,SHG,Stock,CNY,2017-07-07,2020-09-22
600085,SHG,Stock,CNY,2018-01-01,2020-09-22
600086,SHG,Stock,CNY,2018-01-02,2020-09-22
600087,SHG,Stock,CNY,,
600088,SHG,Stock,CNY,2000-01-04,2020-09-22
600089,SHG,Stock,CNY,2018-01-01,2020-09-22
600090,SHG,Stock,CNY,2000-01-03,2020-09-22
600091,SHG,Stock,CNY,2007-01-04,2020-09-22
600092,SHG,Stock,CNY,,
600093,SHG,Stock,CNY,2018-01-02,2020-09-22
600094,SHG,Stock,CNY,2018-01-01,2020-09-22
600095,SHG,Stock,CNY,2000-01-03,2020-09-22
600096,SHG,Stock,CNY,2018-01-02,2020-09-22
600097,SHG,Stock,CNY,2000-01-03,2020-09-22
600098,SHG,Stock,CNY,2018-01-01,2020-09-22
600099,SHG,Stock,CNY,2018-01-01,2020-09-22
600100,SHG,Stock,CNY,2000-01-05,2020-09-22
600101,SHG,Stock,CNY,2000-01-03,2020-09-22
600102,SHG,Stock,CNY,2007-01-18,2012-02-09
600103,SHG,Stock,CNY,2018-01-01,2020-09-22
600104,SHG,Stock,CNY,2000-01-03,2020-09-22
600105,SHG,Stock,CNY,2000-01-03,2020-09-22
600106,SHG,Stock,CNY,2000-01-03,2020-09-22
600107,SHG,Stock,CNY,2007-01-04,2020-09-22
600108,SHG,Stock,CNY,2000-01-03,2020-09-22
600109,SHG,Stock,CNY,2000-01-03,2020-09-18
600110,SHG,Stock,CNY,2018-01-02,2020-09-22
600111,SHG,Stock,CNY,2018-01-02,2020-09-22
600112,SHG,Stock,CNY,2007-01-04,2020-09-22
600113,SHG,Stock,CNY,2018-01-01,2020-09-22
600114,SHG,Stock,CNY,2018-01-01,2020-09-22
600115,SHG,Stock,CNY,2018-01-01,2020-09-22
600116,SHG,Stock,CNY,2018-01-01,2020-09-22
600117,SHG,Stock,CNY,2007-01-04,2020-09-22
600118,SHG,Stock,CNY,2018-01-01,2020-09-22
600119,SHG,Stock,CNY,2018-01-02,2020-09-22
600120,SHG,Stock,CNY,2018-01-01,2020-09-22
600121,SHG,Stock,CNY,2000-01-03,2020-09-22
600122,SHG,Stock,CNY,2018-01-02,2020-09-22
600123,SHG,Stock,CNY,2018-01-01,2020-09-22
600125,SHG,Stock,CNY,2000-01-03,2020-09-22
600126,SHG,Stock,CNY,2018-01-02,2020-09-22
600127,SHG,Stock,CNY,2007-01-04,2020-09-22
600128,SHG,Stock,CNY,2018-01-01,2020-09-22
600129,SHG,Stock,CNY,2018-01-01,2020-09-22
600130,SHG,Stock,CNY,2007-01-04,2020-09-22
600131,SHG,Stock,CNY,2018-01-01,2020-09-22
600132,SHG,Stock,CNY,2000-01-03,2020-09-22
600133,SHG,Stock,CNY,2018-01-01,2020-09-22
600135,SHG,Stock,CNY,2018-01-01,2020-09-22
600136,SHG,Stock,CNY,2018-01-01,2020-09-22
600137,SHG,Stock,CNY,2016-02-23,2020-09-22
600138,SHG,Stock,CNY,2018-01-01,2020-09-22
600139,SHG,Stock,CNY,2018-01-02,2020-09-22
600141,SHG,Stock,CNY,2018-01-01,2020-09-22
600143,SHG,Stock,CNY,2018-01-01,2020-09-22
600145,SHG,Stock,CNY,2015-12-04,2020-09-22
